Time (s),Dummy,temp (K),Field (kG),Voltage (V),phase
97.2845888138,0.0,1.456,-3.86,0.0038624,-2.604
97.6772089005,0.0,1.456,-3.851,0.00386287,-2.604
98.0598077774,0.0,1.456,-3.845,0.00386287,-2.604
98.4758219719,0.0,1.456,-3.837,0.00386335,-2.604
98.8598229885,0.0,1.456,-3.837,0.00386335,-2.604
99.264703989,0.0,1.456,-3.831,0.00386335,-2.604
99.6626188755,0.0,1.456,-3.823,0.00386335,-2.604
100.059989929,0.0,1.456,-3.823,0.00386335,-2.604
100.479673862,0.0,1.456,-3.817,0.00386335,-2.604
100.862565994,0.0,1.456,-3.809,0.00386383,-2.604
101.285254002,0.0,1.456,-3.802,0.00386383,-2.604
101.686510801,0.0,1.456,-3.796,0.0038643,-2.604
102.082242012,0.0,1.456,-3.788,0.0038643,-2.604
102.489562988,0.0,1.456,-3.788,0.0038643,-2.604
102.882026911,0.0,1.456,-3.782,0.0038643,-2.61
103.291310787,0.0,1.456,-3.773,0.0038643,-2.61
103.684210777,0.0,1.456,-3.768,0.00386478,-2.604
104.093366861,0.0,1.456,-3.768,0.00386478,-2.604
104.490895987,0.0,1.456,-3.759,0.00386478,-2.604
104.882318974,0.0,1.456,-3.753,0.00386526,-2.604
105.299944878,0.0,1.456,-3.753,0.00386526,-2.604
105.686645985,0.0,1.456,-3.746,0.00386526,-2.61
106.07998991,0.0,1.456,-3.74,0.00386526,-2.61
106.487613916,0.0,1.456,-3.732,0.00386573,-2.61
106.877700806,0.0,1.456,-3.732,0.00386573,-2.604
107.298463821,0.0,1.456,-3.725,0.00386573,-2.61
107.6864779,0.0,1.456,-3.717,0.00386573,-2.61
108.081568003,0.0,1.456,-3.711,0.00386573,-2.61
108.453685999,0.0,1.456,-3.711,0.00386621,-2.61
108.882015944,0.0,1.456,-3.703,0.00386621,-2.604
109.28725481,0.0,1.456,-3.697,0.00386621,-2.604
109.681744814,0.0,1.456,-3.69,0.00386669,-2.61
110.081093788,0.0,1.456,-3.69,0.00386669,-2.61
110.48790884,0.0,1.456,-3.683,0.00386669,-2.61
110.877898932,0.0,1.456,-3.676,0.00386669,-2.61
111.286499977,0.0,1.456,-3.668,0.00386716,-2.61
111.691422939,0.0,1.456,-3.668,0.00386716,-2.61
112.043217897,0.0,1.456,-3.662,0.00386716,-2.61
112.498770952,0.0,1.456,-3.654,0.00386716,-2.61
112.887364864,0.0,1.456,-3.648,0.00386764,-2.61
113.295439005,0.0,1.456,-3.648,0.00386764,-2.61
113.648925781,0.0,1.456,-3.64,0.00386764,-2.61
114.094407797,0.0,1.456,-3.633,0.00386764,-2.61
114.52708292,0.0,1.456,-3.626,0.00386764,-2.61
114.91837883,0.0,1.456,-3.62,0.00386764,-2.61
115.32729888,0.0,1.456,-3.62,0.00386812,-2.61
115.715902805,0.0,1.456,-3.611,0.00386812,-2.61
116.116058826,0.0,1.456,-3.605,0.00386859,-2.604
116.518508911,0.0,1.456,-3.598,0.00386859,-2.604
116.957580805,0.0,1.456,-3.598,0.00386859,-2.604
117.367195845,0.0,1.456,-3.591,0.00386859,-2.604
117.76548481,0.0,1.456,-3.585,0.00386907,-2.61
118.13523984,0.0,1.456,-3.577,0.00386907,-2.61
118.515362978,0.0,1.456,-3.577,0.00386907,-2.61
118.907557011,0.0,1.456,-3.571,0.00386907,-2.61
119.280544996,0.0,1.456,-3.562,0.00386955,-2.61
119.703879833,0.0,1.456,-3.562,0.00386955,-2.61
120.116636992,0.0,1.456,-3.557,0.00386955,-2.61
120.520524979,0.0,1.456,-3.548,0.00386955,-2.61
120.906206846,0.0,1.456,-3.542,0.00387003,-2.604
121.315290928,0.0,1.456,-3.542,0.00387003,-2.61
121.723416805,0.0,1.456,-3.535,0.00387003,-2.61
122.114635944,0.0,1.456,-3.529,0.00387003,-2.61
122.516352892,0.0,1.456,-3.521,0.0038705,-2.61
122.907453775,0.0,1.456,-3.521,0.0038705,-2.61
123.317689896,0.0,1.456,-3.515,0.00387098,-2.61
123.676525831,0.0,1.456,-3.507,0.00387098,-2.61
124.084028959,0.0,1.456,-3.501,0.00387098,-2.61
124.565774918,0.0,1.456,-3.501,0.00387098,-2.61
124.929475784,0.0,1.456,-3.492,0.00387098,-2.61
125.327312946,0.0,1.456,-3.486,0.00387146,-2.61
125.715875864,0.0,1.456,-3.479,0.00387146,-2.61
126.116692781,0.0,1.456,-3.479,0.00387193,-2.61
126.517804861,0.0,1.456,-3.471,0.00387193,-2.61
126.906013012,0.0,1.456,-3.465,0.00387241,-2.61
127.345948935,0.0,1.456,-3.457,0.00387241,-2.61
127.722122908,0.0,1.456,-3.451,0.00387241,-2.61
128.117742777,0.0,1.456,-3.451,0.00387241,-2.61
128.525994778,0.0,1.456,-3.443,0.00387241,-2.61
128.906119823,0.0,1.456,-3.438,0.00387241,-2.61
129.347008944,0.0,1.456,-3.438,0.00387241,-2.61
129.715754986,0.0,1.456,-3.429,0.00387241,-2.61
130.147255898,0.0,1.456,-3.423,0.00387289,-2.61
130.520488977,0.0,1.456,-3.414,0.00387289,-2.61
130.924436808,0.0,1.456,-3.414,0.00387336,-2.61
131.319253922,0.0,1.456,-3.41,0.00387336,-2.61
131.739462852,0.0,1.456,-3.401,0.00387336,-2.61
132.119253874,0.0,1.456,-3.395,0.00387336,-2.61
132.534261942,0.0,1.456,-3.395,0.00387384,-2.61
132.974340916,0.0,1.456,-3.388,0.00387384,-2.61
133.386523962,0.0,1.456,-3.381,0.00387432,-2.61
133.763505936,0.0,1.456,-3.373,0.00387432,-2.61
134.165917873,0.0,1.456,-3.365,0.00387432,-2.61
134.577360868,0.0,1.456,-3.365,0.00387432,-2.61
134.957194805,0.0,1.456,-3.36,0.00387432,-2.61
135.366306782,0.0,1.456,-3.352,0.00387479,-2.61
135.764375925,0.0,1.456,-3.346,0.00387479,-2.61
136.163269997,0.0,1.456,-3.346,0.00387479,-2.61
136.57533884,0.0,1.456,-3.337,0.00387527,-2.61
136.957489967,0.0,1.456,-3.332,0.00387527,-2.61
137.331269979,0.0,1.456,-3.332,0.00387575,-2.61
137.749423981,0.0,1.456,-3.323,0.00387575,-2.61
138.126455784,0.0,1.456,-3.318,0.00387575,-2.604
138.546899796,0.0,1.456,-3.31,0.00387575,-2.604
138.968162775,0.0,1.456,-3.31,0.00387622,-2.604
139.375770807,0.0,1.456,-3.304,0.00387622,-2.604
139.760490894,0.0,1.456,-3.296,0.0038767,-2.604
140.178972006,0.0,1.456,-3.29,0.0038767,-2.61
140.577932835,0.0,1.456,-3.282,0.0038767,-2.604
140.989057779,0.0,1.456,-3.282,0.0038767,-2.604
141.377978802,0.0,1.456,-3.275,0.0038767,-2.604
141.793037891,0.0,1.456,-3.268,0.00387718,-2.604
142.197247982,0.0,1.456,-3.261,0.00387718,-2.604
142.580765963,0.0,1.456,-3.261,0.00387765,-2.604
143.002213001,0.0,1.456,-3.255,0.00387765,-2.61
143.380981922,0.0,1.456,-3.247,0.00387765,-2.61
143.749523878,0.0,1.456,-3.241,0.00387765,-2.61
144.178611994,0.0,1.456,-3.241,0.00387765,-2.61
144.556907892,0.0,1.456,-3.233,0.00387813,-2.61
144.977542877,0.0,1.456,-3.227,0.00387861,-2.61
145.371720791,0.0,1.456,-3.227,0.00387861,-2.61
145.753278971,0.0,1.456,-3.219,0.00387861,-2.61
146.176870823,0.0,1.456,-3.213,0.00387861,-2.61
146.556019783,0.0,1.456,-3.205,0.00387909,-2.61
146.976920843,0.0,1.456,-3.205,0.00387909,-2.61
147.408281803,0.0,1.456,-3.199,0.00387909,-2.61
147.803366899,0.0,1.456,-3.191,0.00387909,-2.61
148.204191923,0.0,1.456,-3.185,0.00387956,-2.61
148.607673883,0.0,1.456,-3.177,0.00388004,-2.61
149.009207964,0.0,1.456,-3.177,0.00388004,-2.61
149.411584854,0.0,1.456,-3.171,0.00388004,-2.61
149.811928988,0.0,1.456,-3.164,0.00388004,-2.61
150.206459999,0.0,1.456,-3.155,0.00388004,-2.61
150.602696896,0.0,1.456,-3.149,0.00388052,-2.61
150.99679184,0.0,1.456,-3.149,0.00388052,-2.61
151.407020807,0.0,1.456,-3.141,0.00388099,-2.61
151.809990883,0.0,1.456,-3.136,0.00388099,-2.61
152.213782787,0.0,1.456,-3.136,0.00388099,-2.61
152.616006851,0.0,1.456,-3.127,0.00388099,-2.61
153.009094954,0.0,1.456,-3.121,0.00388147,-2.61
153.418852806,0.0,1.456,-3.112,0.00388147,-2.61
153.806983948,0.0,1.456,-3.112,0.00388195,-2.61
154.214090824,0.0,1.456,-3.107,0.00388195,-2.61
154.624893904,0.0,1.456,-3.099,0.00388242,-2.61
155.007431984,0.0,1.456,-3.093,0.00388242,-2.61
155.434786797,0.0,1.456,-3.093,0.00388242,-2.61
155.811708927,0.0,1.456,-3.085,0.00388242,-2.61
156.211911917,0.0,1.456,-3.079,0.0038829,-2.61
156.613070965,0.0,1.456,-3.071,0.0038829,-2.61
157.007045984,0.0,1.456,-3.071,0.00388338,-2.61
157.419024944,0.0,1.456,-3.064,0.00388338,-2.61
157.809782982,0.0,1.456,-3.058,0.00388338,-2.61
158.213908911,0.0,1.456,-3.05,0.00388338,-2.61
158.614126921,0.0,1.456,-3.05,0.00388385,-2.61
159.020231009,0.0,1.456,-3.044,0.00388385,-2.61
159.417149782,0.0,1.456,-3.036,0.00388433,-2.61
159.808242798,0.0,1.456,-3.031,0.00388433,-2.61
160.212783813,0.0,1.456,-3.031,0.00388433,-2.616
160.61450696,0.0,1.456,-3.022,0.00388433,-2.616
161.008129835,0.0,1.456,-3.017,0.00388481,-2.61
161.419451952,0.0,1.456,-3.008,0.00388481,-2.61
161.807642937,0.0,1.456,-3.008,0.00388528,-2.61
162.1764009,0.0,1.456,-3.001,0.00388528,-2.61
162.599778891,0.0,1.456,-2.993,0.00388576,-2.61
163.021784782,0.0,1.456,-2.988,0.00388576,-2.61
163.418957949,0.0,1.456,-2.988,0.00388576,-2.61
163.825751781,0.0,1.456,-2.98,0.00388576,-2.61
164.263040781,0.0,1.456,-2.974,0.00388576,-2.61
164.664375782,0.0,1.456,-2.965,0.00388624,-2.61
165.060105801,0.0,1.456,-2.96,0.00388624,-2.61
165.477658987,0.0,1.456,-2.96,0.00388671,-2.61
165.856289864,0.0,1.456,-2.953,0.00388671,-2.61
166.284528971,0.0,1.456,-2.945,0.00388671,-2.61
166.656513929,0.0,1.456,-2.939,0.00388671,-2.61
167.044358969,0.0,1.456,-2.939,0.00388719,-2.61
167.414499998,0.0,1.456,-2.931,0.00388719,-2.61
167.867008924,0.0,1.456,-2.925,0.00388719,-2.61
168.295197964,0.0,1.456,-2.925,0.00388767,-2.61
168.69290185,0.0,1.456,-2.917,0.00388767,-2.61
169.09352088,0.0,1.456,-2.911,0.00388767,-2.61
169.498081923,0.0,1.456,-2.903,0.00388815,-2.61
169.891514778,0.0,1.456,-2.897,0.00388815,-2.61
170.307433844,0.0,1.456,-2.897,0.00388862,-2.61
170.696002007,0.0,1.456,-2.89,0.00388862,-2.61
171.093029976,0.0,1.456,-2.883,0.00388862,-2.61
171.498150826,0.0,1.456,-2.875,0.00388862,-2.61
171.887609005,0.0,1.456,-2.875,0.0038891,-2.61
172.294828892,0.0,1.456,-2.869,0.0038891,-2.61
172.703297853,0.0,1.456,-2.861,0.0038891,-2.61
173.090910912,0.0,1.456,-2.854,0.00388958,-2.61
173.496462822,0.0,1.456,-2.854,0.00388958,-2.61
173.886655807,0.0,1.456,-2.847,0.00389005,-2.61
174.29536581,0.0,1.456,-2.84,0.00389005,-2.61
174.658230782,0.0,1.456,-2.84,0.00389005,-2.61
175.115920782,0.0,1.456,-2.833,0.00389005,-2.604
175.497159004,0.0,1.456,-2.825,0.00389053,-2.61
175.886768818,0.0,1.456,-2.82,0.00389053,-2.61
176.293806791,0.0,1.456,-2.82,0.00389101,-2.61
176.690161943,0.0,1.456,-2.811,0.00389101,-2.61
177.112945795,0.0,1.456,-2.805,0.00389101,-2.61
177.511528969,0.0,1.456,-2.797,0.00389101,-2.61
177.900569916,0.0,1.456,-2.791,0.00389148,-2.61
178.304152012,0.0,1.456,-2.791,0.00389148,-2.61
178.700483799,0.0,1.456,-2.783,0.00389196,-2.61
179.099392891,0.0,1.456,-2.777,0.00389196,-2.61
179.512255907,0.0,1.456,-2.777,0.00389196,-2.61
179.899211884,0.0,1.456,-2.769,0.00389196,-2.61
180.305462837,0.0,1.456,-2.764,0.00389244,-2.61
180.7012918,0.0,1.456,-2.755,0.00389244,-2.61
181.099465847,0.0,1.456,-2.755,0.00389291,-2.61
181.461694956,0.0,1.456,-2.749,0.00389291,-2.61
181.879904985,0.0,1.456,-2.742,0.00389339,-2.616
182.332914829,0.0,1.456,-2.735,0.00389339,-2.61
182.699590921,0.0,1.456,-2.728,0.00389339,-2.61
183.067471981,0.0,1.456,-2.728,0.00389339,-2.616
