Time (s),Dummy,temp (K),Field (kG),Voltage (V),phase
857.497983932,0.0,1.438,5.0,0.000349911,-2.244
857.885903835,0.0,1.438,5.0,0.000349911,-2.244
858.307305813,0.0,1.438,5.0,0.000349941,-2.238
858.619284868,0.0,1.438,5.0,0.000349971,-2.232
859.146173,0.0,1.438,5.0,0.00035,-2.232
859.507800817,0.0,1.438,5.0,0.000349941,-2.232
859.890254974,0.0,1.438,5.0,0.000349941,-2.232
860.361958027,0.0,1.438,5.0,0.000349941,-2.226
860.756485939,0.0,1.438,5.0,0.000349971,-2.232
861.187367916,0.0,1.438,5.0,0.000349941,-2.238
861.588927984,0.0,1.438,5.0,0.000349851,-2.244
861.98337698,0.0,1.438,5.0,0.000349822,-2.244
862.358433962,0.0,1.438,5.0,0.000349822,-2.238
862.736302853,0.0,1.438,5.0,0.000349881,-2.232
863.167258024,0.0,1.438,5.0,0.000349881,-2.22
863.566573858,0.0,1.438,5.0,0.000349941,-2.202
863.99443984,0.0,1.438,5.0,0.000349941,-2.202
864.40137291,0.0,1.438,5.0,0.000349911,-2.208
864.793226957,0.0,1.438,5.0,0.000349851,-2.22
865.198231936,0.0,1.438,5.0,0.000349851,-2.232
